title,link,publication_time,author,image_url,summary
"Drone Rusia Langgar Wilayah Udara Rumania, Insiden Kedua di Negara NATO",https://www.liputan6.com/global/read/6159247/drone-rusia-langgar-wilayah-udara-rumania-insiden-kedua-di-negara-nato,2025-09-15T10:01:00+07:00,Liputan6.com,https://cdn1-production-images-kly.akamaized.net/C5Oj33f30YhlOMG16N7SxnYY0co=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5027727/original/020126200_1732849491-Untitled.jpg,Bagaimana pelanggaran oleh drone Rusia di wilayah Rumania ini terungkap? Berikut selengkapnya.
"6 Gaya Arafah Rianti dan Halda Jadi Bridesmaid Feby Putri, Berbalut Adat Bugis",https://www.liputan6.com/showbiz/read/6159469/6-gaya-arafah-rianti-dan-halda-jadi-bridesmaid-feby-putri-berbalut-adat-bugis,2025-09-15T12:45:20+07:00,Liputan6.com,https://cdn0-production-images-kly.akamaized.net/81LKPIbBYKXFqLnstfjUZlKOnV4=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5349124/original/018332200_1757913155-hl1.jpg,"Intip gaya kompak Arafah Rianti dan Halda Rianta saat menjadi bridesmaid di pernikahan Feby Putri, tampil memesona dalam balutan baju bodo adat Bugis."
"Uji Coba di Stasiun Cikini, Pagar Dibuka dan Pasang Pelican Crossing: Warga Tak Perlu Putar Jauh Lagi",https://www.liputan6.com/news/read/6159528/uji-coba-di-stasiun-cikini-pagar-dibuka-dan-pasang-pelican-crossing-warga-tak-perlu-putar-jauh-lagi,2025-09-15T13:01:08+07:00,Liputan6.com,https://cdn0-production-images-kly.akamaized.net/hugPNseXwgzTn6qw5Fk0lnVwGRw=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5349202/original/039450300_1757915898-a9997df7-e1ac-43b3-8315-f8bcb7b0bd13.jpeg,Pemprov DKI Jakarta bersama PT KAI membuka pagar pembatas dan memasang pelican crossing di sisi timur Stasiun Cikini untuk memudahkan akses masyarakat.
"VIDEO: Reformasi Polri, Kapolri akan Diganti Usai Kericuhan Demo Agustus? | Enamplus",https://enamplus.liputan6.com/tv/read/6158955/video-reformasi-polri-kapolri-akan-diganti-usai-kericuhan-demo-agustus,Tidak ada waktu,Didi N,https://cdn0-production-images-kly.akamaized.net/t9s9elq_03AsYolf6qXywK4Q-kA=/500x0/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/thumbnails/5348570/original/073147200_1757838392-kapolri-akan-diganti-liputan-6-24b760.jpg,Salah satu evaluasi usai demo yang berakhir ricuh pada akhir Agustus kemarin adalah mereformasi institusi Polri. Apakah termasuk mengganti Kapolri? Karena kini mulai berhembus lagi kabar Kapolri akan diganti.
"Top 3 Berita Hari Ini: Hotel-Hotel Mewah Jadi Sasaran Pendemo Nepal, Salah Satunya Baru Dibuka Setahun Lalu",https://www.liputan6.com/lifestyle/read/6158111/top-3-berita-hari-ini-hotel-hotel-mewah-jadi-sasaran-pendemo-nepal-salah-satunya-baru-dibuka-setahun-lalu,2025-09-12T22:15:37+07:00,Liputan6.com,https://cdn0-production-images-kly.akamaized.net/sK8MtWsRUgRzXDw304SF1nAAzbk=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5343649/original/085248900_1757466528-7.jpg,"Selain seputar demo di Nepal, Top 3 Berita Hari Ini juga menyoroti penghapusan mural baru Banksy."
"Massimiliano Allegri Ngamuk: Kena Kartu Merah, Lalu Berkelakar Tentang Jaketnya Usai AC Milan Tekuk Bologna",https://www.liputan6.com/bola/read/6159201/massimiliano-allegri-ngamuk-kena-kartu-merah-lalu-berkelakar-tentang-jaketnya-usai-ac-milan-tekuk-bologna,2025-09-15T05:20:45+07:00,Liputan6.com,https://cdn1-production-images-kly.akamaized.net/tWMAv6UIHrkSVShjx5RrJNLaV2Y=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5348776/original/071151500_1757887776-Massimiliano-Allegri.jpg,"Laga ini juga diwarnai insiden panas yang melibatkan sang pelatih, Massimiliano Allegri"
"Bahas Masa Depan dengan Persija, Rizky Ridho Buka Peluang Main di Luar Negeri",https://www.liputan6.com/bola/read/6159351/bahas-masa-depan-dengan-persija-rizky-ridho-buka-peluang-main-di-luar-negeri,2025-09-15T13:00:59+07:00,Liputan6.com,"https://cdn0-production-images-kly.akamaized.net/Lal8SGVhX2rSmslNWOiEEjoIHow=/0x0:3000x1687/1200x675/filters:quality(75):strip_icc():format(jpeg):watermark(kly-media-production/assets/images/watermarks/liputan6/watermark-color-landscape-new.png,1100,20,0)/kly-media-production/medias/5348742/original/017460700_1757868817-Persija_Jakarta_vs_Bali_United-08.jpg","Rizky Ridho menyiratkan dirinya punya keinginan main di luar negeri, dengan sang penggawa saat ini telah memulai dialog terkait masa depan bersama klubnya Persija Jakarta."
"Jejak Gempa Sesar Baribis, Bahaya yang Tidur di Bawah Kaki Jutaan Orang di Jabodetabek",https://www.liputan6.com/news/read/6159389/jejak-gempa-sesar-baribis-bahaya-yang-tidur-di-bawah-kaki-jutaan-orang-di-jabodetabek,2025-09-15T11:01:29+07:00,Liputan6.com,https://cdn0-production-images-kly.akamaized.net/NsjdCHjM-ZK7711tLb5MJjjRP9I=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5349010/original/021557900_1757909312-peta_jalur_sesar_baribis.jpeg,"Tahun 1834, kerusakan yang ditimbulkan cukup parah. Istana Bogor sebagian runtuh, termasuk bagian utara bangunan utama, dinding luar timur, dan bangunan tambahan paling utara."
Cek Fakta: Tidak Benar Cek Status Penerima Bantuan KIS dalam Kartu BPJS Lewat Link Ini,https://www.liputan6.com/cek-fakta/read/6158899/cek-fakta-tidak-benar-cek-status-penerima-bantuan-kis-dalam-kartu-bpjs-lewat-link-ini,2025-09-14T14:00:15+07:00,Liputan6.com,https://cdn0-production-images-kly.akamaized.net/1_GPKiLbNnMiG8HWswnzDyBowgk=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5348489/original/095882900_1757832144-Cek_Fakta_Tidak_Benar_Ini_Link_Pendaftaran__96_.jpg,"Cek Fakta Liputan6.com mendapati klaim link mengecek status penerima bantuan KIS dalam Kartu BPJS, bagaimana faktanya? Simak artikel berikut ini."
"Real Madrid Hari ini: Hasil Pertandingan Musim 2025/2026, Skuad Terbaru, dan Profil Lengkap Tim",https://www.liputan6.com/bola/read/6142344/real-madrid-hari-ini-hasil-pertandingan-musim-20252026-skuad-terbaru-dan-profil-lengkap-tim,2025-09-15T12:21:50+07:00,Liputan6.com,https://cdn0-production-images-kly.akamaized.net/qv6V-mxVjAMgijJm3rH4aVau7B8=/0x220:1079x828/1200x675/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/4632199/original/036133300_1698844202-cover_logo_real_madrid_nuansa_la_liga_-_Bola.com_Salsa_Dwi_Novita.jpg,Simak hasil pertandingan terbaru Real Madrid di musim 2025/2026 hingga profil lengkap tim di sini.
"Rincian Harga Emas Pegadaian 15 September 2025, Ukuran 1 Gram di Atas Rp 2 Juta!",https://www.liputan6.com/bisnis/read/6159265/rincian-harga-emas-pegadaian-15-september-2025-ukuran-1-gram-di-atas-rp-2-juta,2025-09-15T08:45:06+07:00,Liputan6.com,https://cdn1-production-images-kly.akamaized.net/ZbdikFxrQ_GAXs-AFHbQoJIcUYA=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/4103062/original/041640700_1658923820-Harga_emas_menguat_tipis-ANGGA_7.jpg,"Emas Galeri24 dijual dengan kuantitas 0,5 gram hingga 1.000 gram atau 1 kilogram. Sementara emas UBS dijual dengan kuantitas 0,5 gram hingga 500 gram."
"Harga Emas Diprediksi Melesat, Keputusan The Fed Jadi Penentu",https://www.liputan6.com/bisnis/read/6159121/harga-emas-diprediksi-melesat-keputusan-the-fed-jadi-penentu,2025-09-15T07:30:23+07:00,Liputan6.com,https://cdn1-production-images-kly.akamaized.net/HRoWcKkQAda9jug9MIiew5M-QCM=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/4723185/original/051536300_1705921815-fotor-ai-2024012218929.jpg,"Harga emas terus cetak rekor, berikut prediksi harga emas pekan ini di tengah sejumlah sentimen, salah satunya the Fed."
"Puluhan Ribu Orang Demo di Ibu Kota Turki, Protes Tekanan terhadap Oposisi",https://www.liputan6.com/global/read/6159386/puluhan-ribu-orang-demo-di-ibu-kota-turki-protes-tekanan-terhadap-oposisi,2025-09-15T11:08:05+07:00,Liputan6.com,https://cdn1-production-images-kly.akamaized.net/fI5lQeThqe3TEdR3BRX8ImoIs2g=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5348965/original/094365200_1757907608-400860.jpg,Rival utama Erdogan adalah salah satu yang terdampak atas tindakan pemerintah terhadap oposisi.
"Kasus Udang Beku Indonesia Tercemar Radioaktif, KLH Segel Pabrik Peleburan Stainless Steel",https://www.liputan6.com/lifestyle/read/6159518/kasus-udang-beku-indonesia-tercemar-radioaktif-klh-segel-pabrik-peleburan-stainless-steel,2025-09-15T13:00:35+07:00,Liputan6.com,https://cdn1-production-images-kly.akamaized.net/mXd6mkZpzGml1Ic-Rfj_htgf01Y=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5349191/original/066029400_1757915294-WhatsApp_Image_2025-09-15_at_12.13.06.jpeg,Pabrik peleburan stainless steel diduga menjadi sumber radioaktif yang mencemari produk udang beku ekspor dari Indonesia.
Enamplus,https://enamplus.liputan6.com/global/read/6159339/video-histeris-warga-bangunan-gaza-hancur-diratakan-israel,Tidak ada waktu,Tidak diketahui,https://enamplus.liputan6.com/image/logo.png,"Enamplus - Berita hari ini Indonesia dan Dunia, kabar terbaru terkini. Situs berita terpercaya dari politik, peristiwa, bisnis, bola, tekno hingga gosip artis"
"4 Gunung di Sulut Berstatus Waspada, Warga Diminta Patuhi Radius Bahaya",https://www.liputan6.com/regional/read/6159541/4-gunung-di-sulut-berstatus-waspada-warga-diminta-patuhi-radius-bahaya,2025-09-15T13:14:30+07:00,Liputan6.com,https://cdn0-production-images-kly.akamaized.net/zmjuSClh8JJi9UsbwEiWuG1Nn3k=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/4828358/original/092209900_1715392652-Gunung_Awu.jpeg,Gunung Awu di Sangihe Alami 307 Kali Gempa Vulkanik Dangkal
"Nepal Dilanda Kerusuhan, 78 WNI Dipulangkan ke Tanah Air Secara Bertahap",https://www.liputan6.com/news/read/6158511/nepal-dilanda-kerusuhan-78-wni-dipulangkan-ke-tanah-air-secara-bertahap,2025-09-13T17:25:45+07:00,Liputan6.com,https://cdn0-production-images-kly.akamaized.net/bC-9TT19xvl-z3No_0WFUY7n5wg=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/4609334/original/075733000_1697173774-WhatsApp_Image_2023-10-13_at_12.05.35_PM.jpeg,Kementerian Luar Negeri (Kemlu) RI memulai proses pemulangan 78 warga negara Indonesia (WNI) yang sedang melakukan perjalanan singkat ke Nepal saat terjadi kerusuhan.
"VIDEO: Tim Satgas Garuda Merah Putih Berhasil Salurkan 91,4 Ton Bantuan untuk Warga Palestina | Enamplus",https://enamplus.liputan6.com/tv/read/6158965/video-tim-satgas-garuda-merah-putih-berhasil-salurkan-914-ton-bantuan-untuk-warga-palestina,Tidak ada waktu,Didi N,https://cdn0-production-images-kly.akamaized.net/4gmGsdXQkLoIvxZYYLchVljEEeE=/500x0/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/thumbnails/5348592/original/066793700_1757839322-bantuan-kemanusiaan-ri-untuk-palestina-liputan-6-1a68d1.jpg,"Tim Satgas Garuda Merah Putih II telah menunaikan misi kemanusiaan menyalurkan bantuan ke Palestina. Total bantuan yang telah disalurkan untuk warga Palestina mencapai 91,4 ton."
Warga Nepal Berebut Tinggalkan Negara | Istri Eks PM Nepal Ternyata Masih Hidup | Enamplus,https://enamplus.liputan6.com/global/read/6157929/warga-nepal-berebut-tinggalkan-negara-istri-eks-pm-nepal-ternyata-masih-hidup,Tidak ada waktu,Yoga Nugraha,https://cdn0-production-images-kly.akamaized.net/AmkZiqWGXwkAsSh_KoxW2dQpIrY=/500x0/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/thumbnails/5347506/original/090357000_1757673999-250912-news-flash-liputan6-12-september-2025-78d469.jpg,"Ratusan warga memadati Bandara Internasional Tribhuvan, Kathmandu, pada Kamis (11/9) setelah dua hari kerusuhan besar melanda Nepal. Mereka berusaha meninggalkan negara di tengah ketidakpastian politik usai Perdana Menteri KP Sharma Oli mundur."
"MG4 EV Banjir Pesanan 26 Ribu Unit, Produksi Tambah Shift untuk Kejar Permintaan",https://www.liputan6.com/otomotif/read/6159378/mg4-ev-banjir-pesanan-26-ribu-unit-produksi-tambah-shift-untuk-kejar-permintaan,2025-09-15T13:11:47+07:00,Liputan6.com,https://cdn0-production-images-kly.akamaized.net/XkOQBVaTZr-SdDyj5HOMlBsT5W4=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5349002/original/000521200_1757909059-f6918e0bdb2c44989ec8ff3957d925a9tplv-f042mdwyw7-original_480_0-large-picsart-aiimageenhancer-1-2048x1112.jpeg,"MG4 EV langsung jadi primadona di Tiongkok dengan meraup 26 ribu pesanan hanya dalam 15 hari. Demi mengejar permintaan, SAIC menambah shift produksi penuh sambil menawarkan skema kompensasi bagi konsumen yang mengalami keterlambatan pengiriman."
